structure_wikidata,smiles,cas
http://www.wikidata.org/entity/Q83050135,CCCCCCCCCCCC(CCCCCCCCCCC)O,24897-74-3
http://www.wikidata.org/entity/Q83081520,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCC,58886-94-5
http://www.wikidata.org/entity/Q27105836,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]4([C@@H]3CC=C5[C@]4(CC[C@@]6([C@H]5CC(CC6)(C)C)C(=O)O)C)C)C)CO)O)O,81053-26-1
http://www.wikidata.org/entity/Q104400842,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(CO)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O,155511-27-6
http://www.wikidata.org/entity/Q82903081,COc1cc2c(O[C@@H]3OC[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](OC)[C@H]3OC)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,133882-75-4
http://www.wikidata.org/entity/Q27109250,C[C@]12CC[C@H]3C(=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)[C@@]1(CC[C@@H]2[C@](C)([C@@H](CCC(C)(CO)O)O)O)O,19458-46-9
http://www.wikidata.org/entity/Q82765350,COC1=CC(=C(C=C1C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC)OC,63591-70-8
http://www.wikidata.org/entity/Q83027812,CC1=CC(=C(C(=C1O)OC)C(C)C)OC,135626-41-4
http://www.wikidata.org/entity/Q105364960,O=C(O)CC(O)(C(=O)O)CC(=O)OC,26163-61-1
http://www.wikidata.org/entity/Q105245370,O=C(O)CC(O)C(=O)OC,140235-34-3
http://www.wikidata.org/entity/Q27145476,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,2190-25-2
http://www.wikidata.org/entity/Q104392344,O=C(C1=CN=C(C=C1)CCCCCCCCC)CCCCCCCCC,149682-94-0
http://www.wikidata.org/entity/Q27166818,C1=COC(=C1)CNC2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,4338-47-0
http://www.wikidata.org/entity/Q27289977,C1CNC(CC1O)C(=O)O,14228-16-1
http://www.wikidata.org/entity/Q27145591,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,14465-68-0
http://www.wikidata.org/entity/Q82993556,CC1=C(C(=O)O[C@H](C1)[C@@](C)([C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4([C@H](C[C@@H](C5)O)OC(=O)C)C)C)O)C,78916-78-6
http://www.wikidata.org/entity/Q82108654,O=C(OC)CCCC=CCCC=CCCCCCCCCCCCCCCCC,89188-20-5
http://www.wikidata.org/entity/Q82729406,O=C(O)CCCCCCCCCCCCCC=CCCCCCCC,140703-38-4
http://www.wikidata.org/entity/Q82550001,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC=C(C=C6)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,50627-73-1
http://www.wikidata.org/entity/Q27158427,CC1=C(C=CC(=C1)C(=O)O)O,499-76-3
http://www.wikidata.org/entity/Q27894061,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,92-92-2
http://www.wikidata.org/entity/Q26998324,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,209810-38-8
http://www.wikidata.org/entity/Q27105471,C[N+]1(CCC([C@H]1C(=O)[O-])O)C,51795-35-8
http://www.wikidata.org/entity/Q104973584,OCC1OC(OC2C(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C4(C)CC3)OC(CO)C(O)C2OC9OC(C)C(O)C(O)C9O)C(O)C(O)C1O,89203-43-0
http://www.wikidata.org/entity/Q105379923,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@]1(C)[C@@H]2[C@H](C)C(=O)C[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,75911-12-5
http://www.wikidata.org/entity/Q82265274,COC1=CC(=O)C2=C(C1=O)C=CC3=CC(=C(C=C32)OC)O,600736-65-0
http://www.wikidata.org/entity/Q82896329,COC1=C(C=C2C(=C1)C(=O)C=CO2)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,118423-15-7
http://www.wikidata.org/entity/Q83052673,CCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCC,2764-73-0
http://www.wikidata.org/entity/Q27098240,C1=CC=C2C(=C1)C(=O)C=CN2,611-36-9
http://www.wikidata.org/entity/Q83026700,O=C1C=2C=CC=CC2NC3=C4C=CC(OC4=CC(O)=C13)(C)C,13396-93-5
http://www.wikidata.org/entity/Q27108962,C([C@H]([C@@H]([C@H](C(=O)CO)O)O)O)O,3615-56-3
http://www.wikidata.org/entity/Q82123129,COC1=C(C=C(C=C1)CCC2=CC(=CC=C2)OC)OC,51095-49-9
http://www.wikidata.org/entity/Q27251576,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(C(=O)C[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,427-28-1
http://www.wikidata.org/entity/Q27269283,CCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)/C=C/[C@@H](CC)C(C)C)C)C,23838-16-6
http://www.wikidata.org/entity/Q27896628,CCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CC[C@@H](CC)C(C)C)C)C,34137-25-2
http://www.wikidata.org/entity/Q82076455,CC1=CC(=O)C2=C(C(=C(C(=C2O1)C)OC)OC)O,84782-35-4
http://www.wikidata.org/entity/Q27119773,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4[C@H](C(CC5)(C)C)O)C(=O)O)C)C)(C)C)O,32205-23-5
http://www.wikidata.org/entity/Q82950059,O=C(OC12C(O)C(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(=CC43)C)C1C2(C)CO)C,52998-85-3
http://www.wikidata.org/entity/Q82231326,CC(C)=CC1C[C@H](C2CC=C3C2(C)CCC2[C@@]3(C)C(=O)CC3[C@@](C)(CO)C(=O)C=C[C@@]32C)CO1,138950-37-5
http://www.wikidata.org/entity/Q27285877,CC(C)C(=O)C1=C(C(=C(C2=C1OC(C=C2)(C)C)O)CC3=C(C(C(=C(C3=O)C(=O)C(C)C)O)(C)C)O)O,19809-79-1
http://www.wikidata.org/entity/Q82224655,CC(C)C(=O)C1=C(C(=C(C(C1=O)(C)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C(C)C)O)O,10-00-4
http://www.wikidata.org/entity/Q27290002,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\C=COC3=O)(C)CO)O,134418-28-3
http://www.wikidata.org/entity/Q27225615,CCCCCCOC(=O)C1=CC=CC=C1C(=O)O,24539-57-9
http://www.wikidata.org/entity/Q82901549,COC1=CC(=O)C2=C(C1=O)C3=C(C=CC=C3O)C=C2,130837-95-5
http://www.wikidata.org/entity/Q13553949,C[C@@]1(CO)[C@@H](O)CC[C@@]2(C)[C@]([H])1CC[C@@H](C)[C@]32O[C@](CO)(CCO)CC3,23554-81-6
http://www.wikidata.org/entity/Q83119161,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)OC=C3,88497-92-1
http://www.wikidata.org/entity/Q5172198,CC[C@@H]1C[C@H]2[C@H](CCC2=O)C(=C1)C(=O)N[C@]3(C[C@@H]3CC)C(=O)O,62251-96-1
http://www.wikidata.org/entity/Q65936552,O=C1C=C(OC2=CC(O)=C(C(O)=C12)CC=C(C)CCC=C(C)C)C=3C=CC(O)=C(OC)C3,76735-57-4
http://www.wikidata.org/entity/Q82916724,C[C@H]1CCC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C)C,18671-54-0
http://www.wikidata.org/entity/Q2478067,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@@H]2O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)CO)O)O)O)O)O)O,546-60-1
http://www.wikidata.org/entity/Q104401673,COC(=O)/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,554-87-0
http://www.wikidata.org/entity/Q27107514,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,72229-42-6
http://www.wikidata.org/entity/Q27114675,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O,80714-53-0
http://www.wikidata.org/entity/Q105026620,CC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc(O)c3c2=O)[C@@H]1O,201803-63-6
http://www.wikidata.org/entity/Q27158171,CC(C)CCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,5638/8/4
http://www.wikidata.org/entity/Q418230,C1C(=O)NC(=S)NC1=O,504-17-6
http://www.wikidata.org/entity/Q137532,COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,16727-30-3
http://www.wikidata.org/entity/Q82906670,OCC1OC(OC2C(OC(C)C(O)C2OC3OC(CO)C(OC4OC(C)C(O)C(O)C4O)C(O)C3O)OC5CCC6(C)C7C=CC8=C9CC(C)(C)CCC9(CO)CCC8(C)C7(C)CCC6C5(C)CO)C(O)C(O)C1O,141565-05-1
http://www.wikidata.org/entity/Q27160458,CC1=CC(=C(C=C1)C(C)C)C,4706-89-2
http://www.wikidata.org/entity/Q27271568,C1C[C@@H](N[C@@H](C1)CC(=O)C2=CC=CC=C2)CC(=O)C3=CC=CC=C3,6035-31-0
http://www.wikidata.org/entity/Q14035668,C[C@@H]1C[C@]2([C@@H]([C@H]([C@H]3[C@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)N)C)C)C)NC1)O,639-86-1
http://www.wikidata.org/entity/Q82913862,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@H]4CC[C@@]32C)OC12CC[C@@H](C)CO2,16963-78-3
http://www.wikidata.org/entity/Q27155304,C[C@H](CCC(=O)[C@@H](C)[C@H]1C(=O)C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)CO,468-99-5
http://www.wikidata.org/entity/Q1082826,CC1(C)[C@@H]2CC[C@@]1(C)[C@](C)(O)C2,2371-42-8
http://www.wikidata.org/entity/Q82925045,C[C@H]1CC[C@H](C2=C1C=C(C(=C2)C)O)C(C)C,24406-03-9
http://www.wikidata.org/entity/Q82667837,CC1=C2CCN=CC2=C(C3=C1NC4=CC=CC=C43)C,37687-32-4
http://www.wikidata.org/entity/Q81978071,O=C(OCCCC)CC(O)C(=O)OCCCC,6280-99-5
http://www.wikidata.org/entity/Q83121955,CC(=O)C1=C(C=CC(=C1OC)O)C(=O)O,93762-15-3
http://www.wikidata.org/entity/Q27108586,C/C/1=C/[C@@H]2[C@@H]([C@@H](C[C@@]3([C@H](C[C@]1(O3)O)O)C)OC(=O)C(=C)C)C(=C)C(=O)O2,34302-19-7
http://www.wikidata.org/entity/Q104396340,O=C1C2=C(O)C(=C(O)C=C2OC3=C1C=4C=CC=CC4OC3O)C,114567-34-9
http://www.wikidata.org/entity/Q83019244,CC1=C(C=C(C=C1OC)CCCCCCCCCCCCC2=CC(=C(C(=C2)OC)C)O)O,119766-98-2
http://www.wikidata.org/entity/Q27256106,CC1=CC[C@@H](C[C@H]1O)C(C)(C)O,38235-58-4
http://www.wikidata.org/entity/Q104392961,O=C(/C=C\c1ccc(O)cc1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O,67920-37-0
http://www.wikidata.org/entity/Q5178849,c1cc(ccc1/C=C/C(=O)O[C@H]([C@H](C(=O)O)O)C(=O)O)O,27174-07-8
http://www.wikidata.org/entity/Q2119951,C1=CC(=S)N(C=C1)O,1121-30-8
http://www.wikidata.org/entity/Q1885038,C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl,303-47-9
http://www.wikidata.org/entity/Q26840819,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5CCO[C@@H]5OC4=C1,7220-81-7
http://www.wikidata.org/entity/Q26841280,COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4[C@@H]5CCO[C@@H]5OC4=C1,7241-98-7
http://www.wikidata.org/entity/Q4689278,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5C=CO[C@@H]5OC4=C1,1162-65-8
http://www.wikidata.org/entity/Q27094976,COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4[C@@H]5C=CO[C@@H]5OC4=C1,1165-39-5
http://www.wikidata.org/entity/Q82430695,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,634585-90-3
http://www.wikidata.org/entity/Q72494848,C1=CC2=C(C(=C1)[N+](=O)[O-])C(=CN2)C=O,10553-11-4
http://www.wikidata.org/entity/Q105147450,CC1(C)CC[C@]2(C=O)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,465-96-3
http://www.wikidata.org/entity/Q27107989,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=CC=C5)O)CO)O)O)O)O)O,13241-31-1
http://www.wikidata.org/entity/Q27138812,C/C(=C\COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)/CC[C@H](C(C)(C)O)O,264234-05-1
http://www.wikidata.org/entity/Q104167212,O=C(C)CC1C2=CC=3OCOC3C=C2C=4C=CC5=CC=6OCOC6C=C5C4N1C,348098-59-9
http://www.wikidata.org/entity/Q82121051,COC1=CC=CC(=C1)C2=CC(=O)C3=CC=CC=C3O2,53906-83-5
http://www.wikidata.org/entity/Q82646092,O=C(C=CC=1C=CC=C(O)C1)C=2C=CC=C(O)C2,142784-23-4
http://www.wikidata.org/entity/Q665455,C(/C(=N/CC(=O)O)/O)N,556-50-3
http://www.wikidata.org/entity/Q27144215,C[C@H](C(=O)O)NC(=O)CN,691-81-6
http://www.wikidata.org/entity/Q27132936,C(C(=O)NCC(=O)NCC(=O)O)N,556-33-2
http://www.wikidata.org/entity/Q104403714,O1C=2C(=CC=3C=4C=CC=CC4NC3C2C5C6C(CCC16C)C5(C)C)C,31077-94-8
http://www.wikidata.org/entity/Q76084449,C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC[C@@H]5[C@@]4([C@@H](C[C@@H](C5)O)O)C)C)O[C@]16CCC(=C)CO6,90865-22-8
http://www.wikidata.org/entity/Q127900,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,63-42-3
http://www.wikidata.org/entity/Q5445599,CC(C)CCC/C(=C/COC1=C(C=CC2=C1OC(=O)C=C2)O)/C,98299-78-6
http://www.wikidata.org/entity/Q82910351,CC(C)[C@@H]1CCC(=C[C@@H]1O)C=O,152246-70-3
http://www.wikidata.org/entity/Q110177987,CC(=O)OC[C@H](C)CC[C@@H](OC(C)=O)[C@@H](C)[C@H]1[C@@H](OC(C)=O)C[C@H]2[C@@H]3CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@@]21C,123748-70-9
http://www.wikidata.org/entity/Q106030711,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@]12OC(=O)[C@](C)(CC[C@H]1O)[C@H]2[C@@H]3C(=O)O,81826-97-3
http://www.wikidata.org/entity/Q27110102,C[C@@]12CCC[C@@]([C@H]1[C@@H]([C@@H]([C@]34[C@H]2CC[C@H](C3)C(=C)C4)O)O)(C)C(=O)O,26109-32-0
http://www.wikidata.org/entity/Q139195,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,32222-06-3
http://www.wikidata.org/entity/Q151239,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,4181-95-7
http://www.wikidata.org/entity/Q83077366,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,55373-89-2
http://www.wikidata.org/entity/Q82204257,O=C(O)CCC(C)CCCCCCCC,19998-93-7
http://www.wikidata.org/entity/Q2823249,CCCCCC#CC/C=C\CCCCCCCC(=O)O,2277-31-8
http://www.wikidata.org/entity/Q82942598,CC1(C)CCC[C@]2(C)[C@H]3Cc4occc4[C@@H](C(=O)O)[C@@H]3[C@@H](O)[C@H](O)[C@@H]12,40819-81-6
http://www.wikidata.org/entity/Q27158201,CCCCCC/C=C\CCCCCCCC(=O)OCC,56219-10-4
http://www.wikidata.org/entity/Q72470567,CC1=CC(=CC(=C1O)C)O,654-42-2
http://www.wikidata.org/entity/Q27146900,CC(C)CCCCCCCCCC(=O)O,25448-24-2
http://www.wikidata.org/entity/Q76416039,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC,2190-19-4
http://www.wikidata.org/entity/Q76416424,CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,2190-22-9
http://www.wikidata.org/entity/Q27145595,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,27071-84-7
http://www.wikidata.org/entity/Q169960,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,50-56-6
http://www.wikidata.org/entity/Q82757290,O=C(O)CCCCCCCC1OC1CCCCCCCC(=O)O,50632-64-9
http://www.wikidata.org/entity/Q151324,CC=C,115-07-1
http://www.wikidata.org/entity/Q27252677,C=CCSC[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,91216-95-4
http://www.wikidata.org/entity/Q27136932,CC(C)C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,2566-39-4
http://www.wikidata.org/entity/Q105010038,CSC[C@H](N=C(O)CC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(=O)O)C(=O)O,102148-93-6
http://www.wikidata.org/entity/Q27143983,C(CC(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C(=O)O)N,1116-22-9
http://www.wikidata.org/entity/Q27102200,C(CC(=O)N[C@@H](CS)C(=O)NCCC(=O)O)[C@@H](C(=O)O)N,18710-27-5
http://www.wikidata.org/entity/Q82913657,C(CC(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C(=O)O)N,16804-55-0
http://www.wikidata.org/entity/Q105123626,CC(O)=NCCC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(=O)O,102148-92-5
http://www.wikidata.org/entity/Q105171123,CSC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCCC(=O)O,102148-91-4
http://www.wikidata.org/entity/Q105375430,O=C1C=2C=C(O)C(OC)=CC2C3=NC=CC(=C13)C,122890-43-1
http://www.wikidata.org/entity/Q27262351,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)NC1,23185-94-6
http://www.wikidata.org/entity/Q82250974,C1[C@H]([C@H]([C@H]2C[C@@]1(C(=O)O2)O)O)O,665-27-0
http://www.wikidata.org/entity/Q27103808,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O,470-23-5
http://www.wikidata.org/entity/Q27117237,C([C@@H]1[C@H]([C@@H]([C@@](O1)(CO)O)O)O)O,10489-79-9
http://www.wikidata.org/entity/Q2813778,C1COC=C1,1191-99-7
http://www.wikidata.org/entity/Q238490,C1=NC(=O)NC(=C1F)N,2022-85-7
http://www.wikidata.org/entity/Q192717,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]3NC(N)=N)O[C@@H](C)[C@]2(O)C=O,57-92-1
http://www.wikidata.org/entity/Q105310737,O=C1C=C(OC)C(=O)C(=C1O)CCCCCCCCCCCCCCCC,502482-39-5
http://www.wikidata.org/entity/Q209437,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],534-52-1
http://www.wikidata.org/entity/Q24816743,CCC1=CC(=CC=C1)CC,141-93-5
http://www.wikidata.org/entity/Q2406707,C1(=C(C(=C(C(=C1Br)Br)Br)Br)O)O,488-47-1
http://www.wikidata.org/entity/Q21045306,COC1=C(C(=CC(=C1)C=O)Br)O,2973-76-4
http://www.wikidata.org/entity/Q82100126,COC1=C(C(=C(C(=C1)C=O)Br)Br)O,2973-75-3
http://www.wikidata.org/entity/Q82927767,O=C(O)C=CC=CC=CCCCCCCCCCCCCC,27070-56-0
http://www.wikidata.org/entity/Q27124062,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O,17046-59-2
http://www.wikidata.org/entity/Q321285,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,303-98-0
http://www.wikidata.org/entity/Q27097878,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CCC=C(C)C,606-06-4
http://www.wikidata.org/entity/Q27268631,CC1=C(C=C2CCC(OC2=C1)(C)CCCC(C)CCCC(C)CCCC(C)C)O,91-86-1
http://www.wikidata.org/entity/Q27103378,C1[C@H]([C@@H]([C@H](O1)[C@H](C=O)O)O)O,14122-18-0
http://www.wikidata.org/entity/Q27095518,C(CCO)CC(=O)O,13392-69-3
http://www.wikidata.org/entity/Q27093255,CC1=NC=C(C(=C1O)CO)COP(=O)(O)O,447-05-2
http://www.wikidata.org/entity/Q27116906,C1=CC2=C(C=NC=C2)N=C1,253-69-0
http://www.wikidata.org/entity/Q2481797,CCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@@H](CCCCCCCCCCCCC3=C[C@@H](OC3=O)C)O)OC(=O)C,82064-83-3
http://www.wikidata.org/entity/Q27105303,CC1(C2CCC1(OC(=O)C2)C)C,1126-91-6
http://www.wikidata.org/entity/Q2823270,C(C(=O)O)C(C(C(=O)O)O)(C(=O)O)O,6205-14-7
http://www.wikidata.org/entity/Q27136727,C1C(=O)O[C@@H]([C@@]1(C(=O)O)O)C(=O)O,27750-13-6
http://www.wikidata.org/entity/Q2823268,C1CC(C=C1)CCCCCCCCCCC(=O)O,94300-40-0
http://www.wikidata.org/entity/Q54321180,C1CC(C=C1)CCCCCCCCC(=O)O,2519-24-6
http://www.wikidata.org/entity/Q77250128,C1CC(C=C1)CCCCCCCCCCCCC(=O)O,502-30-7
http://www.wikidata.org/entity/Q54360169,C1CC(C=C1)CCCCCCC(=O)O,2348-91-6
http://www.wikidata.org/entity/Q99390646,O=C(O)CCCCC=CCCCCCCC1C=CCC1,502-31-8
http://www.wikidata.org/entity/Q83081133,C[C@H](C/C=C/C(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,58526-37-7
http://www.wikidata.org/entity/Q27259120,CCCC/C=C/C=C/C=C\CCCCCCCC(=O)OC,4175-47-7
http://www.wikidata.org/entity/Q105143853,O=C(OC)CCCCCCCC=CC=CC=CCCCC,21850-57-7
http://www.wikidata.org/entity/Q27266066,C1C(=O)O[C@@H]([C@]1(C(=O)O)O)C(=O)O,469-72-7
http://www.wikidata.org/entity/Q105143136,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccccc12,550-54-9
http://www.wikidata.org/entity/Q27166581,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,572-60-1
http://www.wikidata.org/entity/Q32904692,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,63-39-8
http://www.wikidata.org/entity/Q312208,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,528-04-1
http://www.wikidata.org/entity/Q27103969,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O,84-21-9
http://www.wikidata.org/entity/Q27103490,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O)NC(=NC2=O)N,117-68-0
http://www.wikidata.org/entity/Q412593,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O,58-98-0
http://www.wikidata.org/entity/Q27145031,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O)NC(=NC2=O)N,130-50-7
