structure_wikidata,smiles,cas
http://www.wikidata.org/entity/Q63392674,CC1=C(C(=C(C(=C1C)O)C)O)C(=O)OC,34874-78-7
http://www.wikidata.org/entity/Q105032058,O=C(C=1C=CC=CC1)C2=C(O)C=C(OC)C(=C2O)C=3C=C(O)C(O)=C4C(=O)C=5C=CC=C(O)C5OC34,182127-82-8
http://www.wikidata.org/entity/Q27107387,CC(=CCC1=C2C(=C(C3=C1OC(C=C3)(C)C)O)C(=O)C4=C[C@@H]5C[C@@H]6[C@@]4(O2)[C@](C5=O)(OC6(C)C)C/C=C(/C)\C=O)C,1183-12-6
http://www.wikidata.org/entity/Q27105308,C1=CC2=C(C(=C1)O)OC3=CC(=CC(=C3C2=O)O)O,6732-85-0
http://www.wikidata.org/entity/Q105369630,O=C1C2=C(O)C=C(OC)C(=C2OC=3C(O)=C(OC)C=C(C13)CC=C(C)C)CC=C(C)C,4178-45-4
http://www.wikidata.org/entity/Q110189821,O=C1C=2C=C(C(O)=C(OC)C2OC=3C(O)=CC=C(O)C13)CC=C(C)C,160623-47-2
http://www.wikidata.org/entity/Q414242,C[C@@H](C(=O)C1=CC=CC=C1)N,71031-15-7
http://www.wikidata.org/entity/Q27258561,C[C@@H](CCC[C@@H](C)CCC/C(=C\CO)/C)CCCC(C)C,5492-30-8
http://www.wikidata.org/entity/Q27190018,O=C(C=CC1=C(C)CCCC1(C)C)C,14901-07-6
http://www.wikidata.org/entity/Q104936754,C=C1CC[C@H]2O[C@@H]1[C@H]1[C@H](C(C)C)CC[C@]12C,88395-47-5
http://www.wikidata.org/entity/Q104253770,C/C=C\CC1=C(C(CC1=O)O)C,17190-74-8
http://www.wikidata.org/entity/Q82735322,OC(=CC)CCCCC,188953-20-0
http://www.wikidata.org/entity/Q81986434,O=C1C(=C(C)C)CCC2(OC12)C,35178-55-3
http://www.wikidata.org/entity/Q61738366,CC=CC1=CC2=C(C=C1)OCO2,120-58-1
http://www.wikidata.org/entity/Q27261392,COC(=O)C1=CC(=CC=C1)O,19438-10-9
http://www.wikidata.org/entity/Q82942760,O=C(OC)C1=CC(O)C(O)C(O)C1,40983-58-2
http://www.wikidata.org/entity/Q7937130,C1=CC(=CC=C1[C@@H]2[C@H](C3=CC(=CC4=C3[C@@H]([C@H](O4)C5=CC=C(C=C5)O)C6=CC(=CC(=C26)O)O)O)C7=C(C=CC(=C7)/C=C/C8=CC(=CC9=C8[C@@H]([C@H](O9)C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)O)O)O,142449-89-6
http://www.wikidata.org/entity/Q5017207,C1=CC(=C(C=C1/C=C/C(=O)O[C@H]([C@H](C(=O)O)O)C(=O)O)O)O,67879-58-7
http://www.wikidata.org/entity/Q6625055,COC1=C(C=CC(=C1)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,68795-37-9
http://www.wikidata.org/entity/Q27102895,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,20013-23-4
http://www.wikidata.org/entity/Q82892876,COC1=C(C=C(C=C1O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,90745-22-5
http://www.wikidata.org/entity/Q82936849,OC1CCC1CC,35301-43-0
http://www.wikidata.org/entity/Q105154567,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](c2c(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)O[C@H](CO)[C@@H](O)[C@@H]1O,57186-26-2
http://www.wikidata.org/entity/Q67879962,C[C@@H]1CC[C@@H]([C@H](C1)OC(=O)C)C(C)C,79199-84-1
http://www.wikidata.org/entity/Q27149810,C[C@@H]1CC[C@H]([C@H](C1)OC(=O)C)C(C)C,2552-91-2
http://www.wikidata.org/entity/Q82909522,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC)OC)O,14965-08-3
http://www.wikidata.org/entity/Q27236309,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C(=C3O)OC)OC)OC)OC)OC,1176-88-1
http://www.wikidata.org/entity/Q27225782,C1=C(NC(=C1)C=O)CO,67350-50-9
http://www.wikidata.org/entity/Q5454456,C1[C@@H]([C@H](OC2=C1C=CC(=C2)O)C3=CC(=C(C=C3)O)O)O,490-49-3
http://www.wikidata.org/entity/Q27269447,C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC=C(C=C3)O,35897-92-8
http://www.wikidata.org/entity/Q5891855,COC1=C(C=CC(=C1)CCO)O,2380-78-1
http://www.wikidata.org/entity/Q186969,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,15687-27-1
http://www.wikidata.org/entity/Q6955228,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2CCCCC2,123653-11-2
http://www.wikidata.org/entity/Q1215575,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,22204-53-1
http://www.wikidata.org/entity/Q27137363,C[C@]12C[C@@H]3[C@]4([C@]56[C@H]1C(=O)[C@](O5)([C@@H]7C[C@@H]8[C@]9(O8)CC=CC(=O)[C@@]9([C@H]7CC[C@]6(C(=O)O4)O)C)OC[C@H]2C(=O)O3)C,57423-71-9
http://www.wikidata.org/entity/Q422252,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,50-02-2
http://www.wikidata.org/entity/Q105034424,C[C@@]12C[C@H]3OC(=O)[C@@H]1CO[C@]14O[C@@]5([C@H]2C1=O)[C@@]3(C)OC(=O)[C@@]5(O)CC[C@H]1[C@H]4CC=C2CC=CC(=O)[C@@]21C,23133-56-4
http://www.wikidata.org/entity/Q210402,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,439-14-5
http://www.wikidata.org/entity/Q408529,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,37517-28-5
http://www.wikidata.org/entity/Q418725,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,66-79-5
http://www.wikidata.org/entity/Q27280589,C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)NC,25876-10-2
http://www.wikidata.org/entity/Q27132426,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O,28161-49-1
http://www.wikidata.org/entity/Q27149877,CC(=C)[C@@H]1CC[C@]2(CC[C@H](C(=C)[C@@H]2C1)O)C,20085-00-1
http://www.wikidata.org/entity/Q72466599,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)O,15486-33-6
http://www.wikidata.org/entity/Q27138366,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)O)OC,6068-80-0
http://www.wikidata.org/entity/Q413147,C[C@H]([C@H](C1=CC=CC=C1)O)N,37577-28-9
http://www.wikidata.org/entity/Q63396315,CCCCCCCCC(=O)CC,2216-87-7
http://www.wikidata.org/entity/Q104375649,C=C[C@@]1(C)Cc2occ(C)c2C[C@@H]1C(=C)C,17910-09-7
http://www.wikidata.org/entity/Q105273288,C=C1C(=O)O[C@@H]2[C@H]1[C@H]1C[C@@]1(C)[C@@H]1C[C@H](OC(C)=O)[C@H](C)[C@@]12O,13048-24-3
http://www.wikidata.org/entity/Q82045880,O=C1OC2C(C1=C)C3CC3(C)C4CC(OC(=O)C)C(C)C24O,14026-85-8
http://www.wikidata.org/entity/Q27106410,C[C@@]12CCC3=CC[C@H]4[C@@H](C[C@]3(O1)CO2)OC(=O)C4=C,20087-05-2
http://www.wikidata.org/entity/Q27269571,C[C@]12CC[C@H](C1)C([C@@H]2O)(C)C,470-08-6
http://www.wikidata.org/entity/Q27138908,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C(=O)O)O,67494-15-9
http://www.wikidata.org/entity/Q82924628,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)CO)O,24035-36-7
http://www.wikidata.org/entity/Q27135158,CC(C)C1=C(C=C2C[C@]3(CCCC([C@@H]3CCC2=C1)(C)C)O)O,99152-14-4
http://www.wikidata.org/entity/Q105017302,CC(C)c1cc2c(cc1O)CC1=CCCC(C)(C)[C@@H]1CC2,76210-23-6
http://www.wikidata.org/entity/Q27291753,CC(=CCC/C(=C\C(=O)OC)/C)C,1862-61-9
http://www.wikidata.org/entity/Q104667262,O1C=C(C2=C1CC(=CCCC(=CC2)C)C)C,57566-47-9
http://www.wikidata.org/entity/Q27149867,C/C/1=C\CC2=C(C/C(=C\CC1)/C)OC=C2C,19912-61-9
http://www.wikidata.org/entity/Q27136312,C[C@]1(CC[C@H]2[C@H]1[C@@H]3[C@@H](C3(C)C)CCC2=C)O,77171-55-2
http://www.wikidata.org/entity/Q105298089,O=C(O)C1=CC(O)=C(O)C(=C1)CC=C(C)CCC=C(C)CCC=C(C)C,110979-04-9
http://www.wikidata.org/entity/Q72491174,O=C(OC)C=CCCC,2396-77-2
http://www.wikidata.org/entity/Q81989999,O=C(OC)C=CCCCCC,2396-85-2
http://www.wikidata.org/entity/Q27159687,CCCC=CC(=O)OCC,1552-67-6
http://www.wikidata.org/entity/Q67880114,CC1=CC(=C(C=C1)C(C)C)OC(=O)CC(C)C,69844-33-3
http://www.wikidata.org/entity/Q27130849,CC1=CC[C@@H]2[C@@]([C@H]1CO)(CCCC2(C)C)C,468-68-8
http://www.wikidata.org/entity/Q105005123,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)ccc1O,121064-69-5
http://www.wikidata.org/entity/Q421333,CC1(C)[C@]2(CC[C@]1(C)CC2)[H],464-15-3
http://www.wikidata.org/entity/Q72502557,CCCOC1=CC=CC=C1O,6280-96-2
http://www.wikidata.org/entity/Q27278557,CCCC1=C(C(=CC=C1)O)O,2896-63-1
http://www.wikidata.org/entity/Q104919101,C/C1=C\CC[C@]2(CO2)[C@H]2CC(C)(C)[C@@H]2CC1,88395-50-0
http://www.wikidata.org/entity/Q104396814,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C(=O)C=C(C)[C@@H]12,36150-07-9
http://www.wikidata.org/entity/Q105151814,OC1=CC(=CC=C1OC)C=CC,501-20-2
http://www.wikidata.org/entity/Q83062833,COC1=CC(=C(C=C1)CC=C)OC,3698-23-5
http://www.wikidata.org/entity/Q82744459,CCCCCC1=COC(=O)C=C1,23079-71-2
http://www.wikidata.org/entity/Q83056025,CCCC1=C(C=C(C=C1)C)O,31143-55-2
http://www.wikidata.org/entity/Q29414987,CC(C)COC,625-44-5
http://www.wikidata.org/entity/Q82100173,O=C(C=CC(C)C)CCCCC,32064-75-8
http://www.wikidata.org/entity/Q27295066,CC(C)COC(=O)CCCCC(=O)O,20166-56-7
http://www.wikidata.org/entity/Q15634117,CC1=CC(=C(C=C1)C=O)O,698-27-1
http://www.wikidata.org/entity/Q105123104,O=C(C(=CCCC)C)C,39899-08-6
http://www.wikidata.org/entity/Q82107270,C(=CCCCCC(C)CC)CC,74630-50-5
http://www.wikidata.org/entity/Q63409179,CC(C)C1=CC=C(C=C1)OC,4132-48-3
http://www.wikidata.org/entity/Q82543322,O(C)C1CCC(CC1)C(C)C,112548-32-0
http://www.wikidata.org/entity/Q27258884,C[C@@H]1CC2=C(C=CC(=C2C(=O)O1)O)C,7734-92-1
http://www.wikidata.org/entity/Q104399012,O=C1CC[C@H](O)c2cccc(O)c21,54712-38-8
http://www.wikidata.org/entity/Q27282084,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,180981-12-8
http://www.wikidata.org/entity/Q27269146,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O,180842-65-3
http://www.wikidata.org/entity/Q104935619,C[C@H](O)[C@H]1C=CC(=O)O1,54621-96-4
http://www.wikidata.org/entity/Q105142456,C[C@H]1C[C@H](O)CC(=O)O1,33275-54-6
http://www.wikidata.org/entity/Q75064030,C[C@@H]([C@H]1CCC(=O)O1)O,54656-51-8
http://www.wikidata.org/entity/Q27286020,COC1=C(C=CC(=C1)C[C@]2(CO[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)O)O,2955-23-9
http://www.wikidata.org/entity/Q105369390,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC[C@H](OC)c1ccc(O)c(O)c1,256498-10-9
http://www.wikidata.org/entity/Q105147978,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC,30164-95-5
http://www.wikidata.org/entity/Q27135245,C[C@H](CC/C=C(/C)\C(=O)O)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@H]([C@]3(C4)CCC(=O)O)C(=C)C)C)C,39111-07-4
http://www.wikidata.org/entity/Q105340954,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)O,60539-23-3
http://www.wikidata.org/entity/Q18344140,CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,3396-99-4
http://www.wikidata.org/entity/Q23055237,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,54867-60-6
http://www.wikidata.org/entity/Q104400773,CC(=O)OC[C@H]1O[C@@H](Oc2c(-c3ccc(OC(C)=O)c(OC(C)=O)c3)oc3cc(OC(C)=O)cc(OC(C)=O)c3c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,73489-99-3
http://www.wikidata.org/entity/Q27134170,CC(=CCC1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=CC(=C3C(C)(C)C=C)O)O)C,740810-42-8
http://www.wikidata.org/entity/Q104400405,O=C1C=C(OC2=CC=3OC(C=CC3C(O)=C12)(C)C)C=4C=CC(O)=CC4O,23806-61-3
http://www.wikidata.org/entity/Q105346098,O=C1C=2C=C(OC)C(OC)=CC2OC=3C=C(OC)C=C(O)C13,2054-36-6
http://www.wikidata.org/entity/Q27261572,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OCCC3=CC(=C(C=C3)O)O)COC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O)O,61303-13-7
http://www.wikidata.org/entity/Q72493890,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C4=CC=C(C=C4)O,158196-34-0
http://www.wikidata.org/entity/Q17099497,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)OC4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O,50276-96-5
http://www.wikidata.org/entity/Q104252889,O=C1C=C(OC2=C(OC)C(OC)=C(O)C(O)=C12)C=3C=CC(O)=CC3,76844-66-1
http://www.wikidata.org/entity/Q82937641,CC1=CC2=C(C(=C1CCO)C)C(=O)[C@](C2)(C)CO,35910-16-8
http://www.wikidata.org/entity/Q82896560,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=CC=C5)O)O)O)O)O)O)O,118985-31-2
http://www.wikidata.org/entity/Q82883243,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,99224-12-1
http://www.wikidata.org/entity/Q27237292,CC(=CCC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=C(C=C3)O)O)O)C,28610-31-3
http://www.wikidata.org/entity/Q104401368,O=C1C2=C(OC=3C=4C=CC(O)=CC4OC(C=C(C)C)C13)C=C5OC(C=CC5=C2O)(C)C,96843-73-1
http://www.wikidata.org/entity/Q27136508,CC(=CCC1=C(C=C2C(=C1O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)O)C,19275-47-9
http://www.wikidata.org/entity/Q82098820,O=C1C2=C(O)C=C(O)C(=C2OC(C3=CC=C(O)C=C3)C1)CC=C(C)C,68682-02-0
http://www.wikidata.org/entity/Q72507104,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=CC(=C3)O)O,160436-10-2
http://www.wikidata.org/entity/Q412713,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O,485-71-2
http://www.wikidata.org/entity/Q189522,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,130-95-0
http://www.wikidata.org/entity/Q2972710,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O,118-10-5
http://www.wikidata.org/entity/Q106045450,C=C[C@H]1CN2CC[C@H]1C[C@H]2c1[nH]c2ccccc2c1CCO,482-28-0
http://www.wikidata.org/entity/Q27261026,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@]34[C@@](CCO3)(C5=CC=CC=C5N4)O,464-85-7
http://www.wikidata.org/entity/Q412496,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,56-54-2
http://www.wikidata.org/entity/Q27256816,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@]34[C@@](CCO3)(C5=CC=CC=C5N4)O,464-86-8
http://www.wikidata.org/entity/Q27295839,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O,485-65-4
http://www.wikidata.org/entity/Q105287218,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(O)cc12,70877-75-7
http://www.wikidata.org/entity/Q27103785,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](C3=C4C=C(C=CC4=NC=C3)O)O,524-63-0
http://www.wikidata.org/entity/Q27269695,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=C3C=CC=C4)O,485-64-3
http://www.wikidata.org/entity/Q422438,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,54-05-7
http://www.wikidata.org/entity/Q105007480,C1CCN2C[C@]34C[C@H](C[C@@H]5CCCN(CN6CCCC[C@@H]63)[C@H]54)[C@H]2C1,10550-80-8
http://www.wikidata.org/entity/Q105363276,C1CC[C@@H]([C@@]23C[C@@H](C[C@H]4CCCN[C@@H]42)[C@H]2CCCCN2C3)NC1,7344-67-4
http://www.wikidata.org/entity/Q81986394,O=C1C=CC2(C=C1)C=3C(O)=C(OC)C=C4C3C(N(C)CC4)C2,17127-48-9
http://www.wikidata.org/entity/Q27106741,CN1CCC2=CC(=C(C3=C2[C@H]1CC34C=CC(=O)C=C4)O)OC,6808-72-6
http://www.wikidata.org/entity/Q82044802,COC1=C(C=C2C(=C1)C3=C(C(=C(C4=C3C(=NC=C4)C2=O)OC)OC)OC)OC,32845-27-5
http://www.wikidata.org/entity/Q105288996,O(C=1C=C2C=CC=3C(=C(OC)C(OC)=C(OC)C3CCNC)C2=CC1OC)C,218900-91-5
http://www.wikidata.org/entity/Q15426230,COC1=CC(=CC(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC)C3C4COC(C4CO3)C5=CC(=C(C(=C5)OC)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)OC,96038-87-8
http://www.wikidata.org/entity/Q27105193,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC(=C(C=C54)OC)O)OCO3,5890-28-8
http://www.wikidata.org/entity/Q27105670,COC1=C(C=C2C[C@H]3C4=C(C2=C1)C5=C(C=C4CCN3)OCO5)O,517-69-1
http://www.wikidata.org/entity/Q82221918,O=C1C=C2C3N(C)CCC2(C=C1OC)C4=CC(OC)=C(OC)C=C4C3,7238-56-4
http://www.wikidata.org/entity/Q104920649,C1=CC(=C(C=C1/C=C/C=O)O)O,141632-15-7
http://www.wikidata.org/entity/Q27284461,CC(C)[C@@H]1CC[C@]2([C@@H](C1=O)O2)C,5056-09-7
http://www.wikidata.org/entity/Q104253406,CC(C)[C@@H]1CC[C@@]2(C)O[C@H]2C1=O,57130-28-6
http://www.wikidata.org/entity/Q82769612,COC1=CC=C(C=C1)CCC2=CC(=CC=C2)O,65819-30-9
http://www.wikidata.org/entity/Q82236481,C[C@@H]1CC[C@]2(C(=O)C1)C(O2)(C)C,7599-90-8
http://www.wikidata.org/entity/Q82275003,C[C@@H]1CC=C(C(=O)C1)C(C)(C)O,35736-66-4
http://www.wikidata.org/entity/Q103815808,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)cc1,101959-38-0
http://www.wikidata.org/entity/Q4352011,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1
http://www.wikidata.org/entity/Q5961163,COC1=C(C=C(C=C1)[C@H]2CC3=C(C(=CC=C3)O)C(=O)O2)O,21499-23-0
http://www.wikidata.org/entity/Q15410908,CN1CCC2=CC(=C(C3=C2[C@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC=C(O3)C=C7)N(CCC6=CC(=C5OC)OC)C)OC)OC,518-94-5
http://www.wikidata.org/entity/Q15410888,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,481-49-2
http://www.wikidata.org/entity/Q4891024,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC,478-61-5
http://www.wikidata.org/entity/Q5954317,C1C(OC(=O)C2=C1C=CC=C2O)C3=CC=C(C=C3)O,480-47-7
http://www.wikidata.org/entity/Q83037133,COC1=C(C=C2C(=C1)C3=C4C(=C(C5=C3C(=NC=C5)C2=O)OC)OCO4)OC,16408-77-8
http://www.wikidata.org/entity/Q105244409,COC(=O)N1CCc2cc(OC)c(OC)c3c2[C@H]1CC31C=CC(=O)C=C1,275355-87-8
http://www.wikidata.org/entity/Q82069765,C1CC(=O)N(C1)C(=O)N,40451-67-0
http://www.wikidata.org/entity/Q82922101,OC1=C(OC)C=C2C3=C1C4=CC=CC=C4CC3N(C)CC2,22222-86-2
http://www.wikidata.org/entity/Q27274425,C[C@]12CC[C@@H](C[C@]1(CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O,514-39-6
http://www.wikidata.org/entity/Q27466782,C1=CC(=CC=C1C[C@@H](CO)N)O,5034-68-4
http://www.wikidata.org/entity/Q422482,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,1403-66-3
http://www.wikidata.org/entity/Q27166763,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,4233-96-9
http://www.wikidata.org/entity/Q6913266,C[C@@]12CC[C@]3(CCC(C=C3[C@H]1CC[C@H]4[C@]2(CC[C@@H]5[C@@]4(CCC(=O)C5(C)C)C)C)(C)C)C(=O)O,6713-27-5
http://www.wikidata.org/entity/Q27106428,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)C)O)C,471-69-2
http://www.wikidata.org/entity/Q72508913,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(CCC(=O)C4)C)C)C(C)C,22149-69-5
http://www.wikidata.org/entity/Q5522008,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)C3=C(O2)C=C(C=C3)O)O)O,1226-22-8
http://www.wikidata.org/entity/Q72499300,CC(C)=CCC[C@H](C(=O)O)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,82464-35-5
http://www.wikidata.org/entity/Q82958981,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@]46CC[C@@](C5(C)C)(OC6)O)C)C(=O)O,59157-84-5
http://www.wikidata.org/entity/Q104402627,CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC1,559-68-2
http://www.wikidata.org/entity/Q82231772,C1=CC(=C2C(=O)C=COC2=C1)O,3952-69-0
http://www.wikidata.org/entity/Q82996103,O=C(OC1OC2COC(=O)C=3C=C(O)C(O)=C(O)C3C4=C(O)C(O)=C(O)C=C4C(=O)OC2C(OC(=O)C5=CC(O)=C(O)C(O)=C5)C1OC(=O)C6=CC(O)=C(O)C(O)=C6)C7=CC(O)=C(O)C(O)=C7,81571-72-4
http://www.wikidata.org/entity/Q106039938,O=C1C=2C=CC=CC2OC(C3=CC=C(O)C=C3)C1,6515-37-3
http://www.wikidata.org/entity/Q27104765,C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O,485-63-2
http://www.wikidata.org/entity/Q27105031,C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,480-15-9
http://www.wikidata.org/entity/Q72489878,O=C1C=2C=CC=CC2OC(C3=CC=C(OC)C=C3)C1,97005-76-0
http://www.wikidata.org/entity/Q27137925,C[C@]12C[C@@]3([C@@H]4C[C@]1([C@@]4([C@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)C7=CC=CC=C7)O)O)O)O,38642-49-8
http://www.wikidata.org/entity/Q2357209,C1=CC=C(C=C1)CCC(=O)C2=CC=CC=C2,1083-30-3
http://www.wikidata.org/entity/Q306338,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,103-30-0
http://www.wikidata.org/entity/Q105189554,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC=C[C@@](C(=O)O)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,78333-20-7
